system_id,ligand_chain_id,n_atoms,plddt_mean,rmsd
7nxu__1__1.A__1.B_1.C_1.D,1.B,5,86.86200000000001,0.027066195252634023
7nxu__1__1.A__1.B_1.C_1.D,1.D,27,82.63000000000001,1.1833694108696258
7nya__1__1.A_1.B__1.F,1.F,31,69.11516129032258,0.581293303641973
7nzy__1__1.A__1.E,1.E,20,82.93100000000001,0.1501877461880825
7o7j__1__1.A__1.B,1.B,37,92.64324324324326,1.3193053031641429
7o7k__1__1.A__1.E,1.E,37,91.44243243243243,0.998294043543001
7o9i__1__1.A__1.B,1.B,40,86.90425,2.205704737285197
7oa4__1__1.A__1.E_1.F_1.H_1.I,1.E,29,89.61310344827588,2.1972657980891412
7oa4__1__1.A__1.E_1.F_1.H_1.I,1.F,3,80.39,0.26264561850899115
7of8__1__1.A__1.B,1.B,16,73.52687499999999,0.5363619055363602
7ofa__1__1.A__1.B_1.C,1.B,12,97.40750000000003,0.26502763969806664
7ofa__1__1.A__1.B_1.C,1.C,4,68.5875,0.05757397484164312
7ohg__1__1.A__1.B_1.D_1.E_1.F,1.B,40,63.724000000000004,2.662637120933385
7ohg__1__1.A__1.B_1.D_1.E_1.F,1.D,3,46.48333333333333,0.33084425753347557
7ojo__1__1.A_1.B__1.E_1.F,1.E,11,98.12454545454544,0.03399554483794244
7ojo__1__1.A_1.B__1.E_1.F,1.F,21,96.40095238095239,0.4216251967017879
7ok8__1__1.A__1.B_1.C_1.D,1.C,6,67.73,0.5774110308912697
7ok8__1__1.A__1.B_1.C_1.D,1.D,22,90.68045454545455,0.8314557152636265
7oli__1__1.A__1.C,1.C,20,95.10099999999997,0.1379891195028911
7olj__1__1.A_1.B__1.E,1.E,18,97.75555555555555,0.1519774948404219
7om1__1__1.A_1.B__1.E,1.E,16,98.47874999999999,0.05589994144135798
7omd__1__1.A__1.C_1.D,1.C,32,73.9709375,1.3031109407504382
7omd__1__1.A__1.C_1.D,1.D,4,72.53999999999999,0.3041566797409705
7ome__1__1.A__1.B,1.B,32,73.51468750000001,1.9005537948096038
7omg__1__1.A__1.D_1.E_1.F_1.G,1.D,30,83.90000000000002,0.1730135987154461
7omo__1__1.A__1.C,1.C,21,75.26619047619049,1.4388156224607593
7omr__1__1.A__1.B,1.B,31,73.67290322580646,2.6591815221137294
7orq__1__1.A__1.B_1.C_1.D,1.C,6,72.63833333333334,0.5499500625418559
7orq__1__1.A__1.B_1.C_1.D,1.D,20,92.2375,0.8302434968815847
7osq__1__1.A__1.B_1.C,1.B,53,98.34433962264151,0.7632839937163236
7osq__1__1.A__1.B_1.C,1.C,15,79.38533333333335,0.3640614256430793
7oud__1__1.A__1.B_1.C,1.B,53,97.3677358490566,1.7472468407958555
7oud__1__1.A__1.B_1.C,1.C,39,90.48256410256411,0.41794124107630864
7ouj__1__1.A__1.B_1.D,1.B,53,96.66773584905661,0.22729529407062862
7ouj__1__1.A__1.B_1.D,1.D,9,65.81555555555555,0.8207102808778687
7ovd__1__1.A__1.B,1.B,22,91.50545454545455,0.6405449555770173
7owf__1__1.A__1.D_1.E_1.F,1.F,37,79.65297297297298,0.8097674218685416
7oyf__1__1.A_1.B__1.C_1.D_1.E_1.F_1.S,1.F,27,97.30148148148146,0.39469763212301123
7oyf__1__1.A_1.B__1.C_1.D_1.E_1.F_1.S,1.S,5,87.35600000000001,0.9047868752215542
7oze__1__1.A__1.E_1.F,1.E,16,85.39250000000001,1.298950961344128
7p1a__1__1.A__1.B_1.D,1.D,28,91.59928571428573,1.5300956434382467
7p1e__1__1.A__1.C_1.G,1.C,19,89.5557894736842,0.7454731377901835
7p1f__1__1.A__1.C,1.C,17,92.73235294117647,0.15290352304080654
7p1o__1__1.A__1.D,1.D,18,92.65944444444445,0.19914295600001286
7p1s__1__1.A__1.E,1.E,17,93.0370588235294,0.21989187255358614
7p1u__1__1.A__1.C_1.D,1.C,18,94.00666666666667,0.2596273366594824
7p1u__1__1.A__1.C_1.D,1.D,6,48.305,0.039971591829451265
7p2t__1__1.A__1.E_1.H,1.H,29,83.03724137931034,2.100691696229846
7p3b__1__1.A__1.C_1.D_1.E,1.C,24,93.58041666666666,0.20066173963630338
7p4c__1__1.A__1.E_1.F,1.E,4,33.765,0.4270760560930147
7p4c__1__1.A__1.E_1.F,1.F,16,96.375,0.07608092306755221
7p4o__1__1.A__1.C_1.F,1.C,29,77.6348275862069,0.786809363928827
7p4o__1__1.A__1.C_1.F,1.F,23,62.36434782608697,1.1637739871712385
7p5e__1__1.A__1.B_1.D,1.B,4,56.54,0.07079606734837884
7p5e__1__1.A__1.B_1.D,1.D,29,96.93724137931035,0.271340890265308
7p5f__1__1.A__1.C,1.C,28,95.515,0.9202315970130804
7p5i__1__1.A__1.D,1.D,34,94.0914705882353,1.040538359910338
7p5k__1__1.A__1.C,1.C,35,93.07228571428573,1.0680806756516823
7p5n__1__1.A__1.C,1.C,34,91.42470588235295,1.3113777039346004
7p5p__1__1.A__1.D,1.D,40,93.3765,2.0241113960860395
7p84__1__1.A_1.B__1.E_1.F_1.G_1.H,1.F,13,86.47153846153847,0.123878085093783
7p84__1__1.A_1.B__1.E_1.F_1.G_1.H,1.H,36,81.59527777777777,2.0111603558463007
7p8m__1__1.A_1.B__1.E_1.F_1.G_1.H,1.F,13,87.96846153846153,0.1408807483340918
7p8m__1__1.A_1.B__1.E_1.F_1.G_1.H,1.H,40,83.01175,1.3041128243139586
7p97__1__1.A__1.C_1.D_1.E,1.C,34,92.41147058823529,0.47723773350342663
7p9p__1__1.B_2.A__2.D_2.I,2.D,31,78.22225806451613,1.8913393028999639
7p9p__1__1.B_2.A__2.D_2.I,2.I,15,73.54866666666668,0.12789849001847028
7pcc__1__1.A_1.B__1.C_1.I,1.C,44,91.27909090909091,0.2896008743466823
7pcc__1__1.A_1.B__1.C_1.I,1.I,6,64.41333333333333,0.802836435642521
7pcg__1__1.A_1.B__1.F_1.H_1.J_1.K_1.L,1.F,9,75.38666666666667,0.6793987840414215
7pcg__1__1.A_1.B__1.F_1.H_1.J_1.K_1.L,1.H,6,69.02666666666666,1.218870028531845
7pcg__1__1.A_1.B__1.F_1.H_1.J_1.K_1.L,1.J,44,92.46704545454544,0.26493678708384355
7pcl__1__1.A_1.B__1.G_1.H_1.I_1.J,1.G,10,89.77000000000001,0.3696146342091873
7pcl__1__1.A_1.B__1.G_1.H_1.I_1.J,1.H,44,96.25159090909095,0.18269166401664488
7pcm__1__1.A_1.B__1.F_1.I_1.J_1.K,1.F,12,90.52583333333332,0.39959748993443533
7pcm__1__1.A_1.B__1.F_1.I_1.J_1.K,1.I,44,96.1125,0.23294748915179506
7pco__1__1.A_1.B__1.F_1.H_1.I_1.J,1.F,12,88.895,0.5181844359111358
7pco__1__1.A_1.B__1.F_1.H_1.I_1.J,1.H,44,94.79954545454544,0.2204792030994542
7pct__1__1.A_1.B__1.F_1.G_1.I_1.J_1.K,1.F,9,72.41666666666667,0.6567267431644529
7pct__1__1.A_1.B__1.F_1.G_1.I_1.J_1.K,1.G,6,70.55,0.9128322135325062
7pct__1__1.A_1.B__1.F_1.G_1.I_1.J_1.K,1.I,44,90.23363636363636,0.21379288475227287
7pfm__1__1.A_1.B__1.C,1.C,32,94.15343750000001,0.1576226254283586
7phj__1__1.A__1.B_1.C,1.C,37,92.4181081081081,0.9116897957110317
7phn__1__1.A__1.B_1.C,1.C,37,93.07027027027029,1.0099523950540914
7pj9__1__1.A__1.C,1.C,14,94.93642857142858,0.1123442176804937
7pjk__1__1.A__1.E,1.E,17,93.77058823529411,0.26726957659327544
7pjm__1__1.A_1.B__1.D_1.G_1.H,1.D,10,78.217,0.1446375316843984
7pjm__1__1.A_1.B__1.D_1.G_1.H,1.G,48,84.54395833333334,0.5317505076114022
7plf__1__1.A__1.C_1.D,1.D,20,92.89099999999999,1.7691118254426144
7pol__1__1.A_1.B__1.D_1.E,1.D,19,26.45631578947368,0.09279417103231526
7pol__1__1.A_1.B__1.D_1.E,1.E,19,26.51684210526316,0.2417737809492184
7poo__1__1.A_1.B__1.G,1.G,22,58.401818181818165,1.0319784714861866
7pox__1__1.A__1.C,1.C,34,96.71823529411765,6.182835040331829
7ppg__1__1.A_1.B__1.E_1.G_1.H,1.E,5,75.458,0.034644017605413996
7ppg__1__1.A_1.B__1.E_1.G_1.H,1.G,31,87.18935483870966,0.34000257940408063
7ppg__1__1.A_1.B__1.E_1.G_1.H,1.H,4,41.16,0.6483063618371717
7pph__1__1.A_1.B__1.H_1.J,1.H,39,92.34205128205124,0.5320455646540332
7pph__1__1.A_1.B__1.H_1.J,1.J,5,70.408,0.054468483813166706
7pqs__1__1.A__1.C,1.C,31,85.37806451612902,2.0878066189041564
7pqv__1__1.A__1.B,1.B,29,96.2203448275862,0.3918356664770912
7pri__1__1.A__1.C_1.F,1.F,20,91.159,1.4107718405988758
7psc__1__1.A_1.B__1.C_1.D,1.C,53,91.80660377358491,0.3839237502134875
7psc__1__1.A_1.B__1.C_1.D,1.D,14,35.69428571428572,0.9577106526999986
7pu9__1__1.A__1.B_1.C,1.B,40,76.4245,2.5628304298251443
7pu9__1__1.A__1.B_1.C,1.C,40,74.14925000000001,3.7635255121318054
7pvn__1__1.A__1.C_1.H_1.J,1.C,31,94.19806451612901,0.7423497780715432
7pwy__1__1.A_1.B__1.I_1.J,1.J,26,71.06576923076922,1.9577793050387935
7pz1__1__1.A__1.D,1.D,29,87.41310344827588,0.4253924210600419
7pzu__1__1.A__1.B_1.C,1.C,45,86.88644444444445,1.4031975597412012
7pzv__1__1.A__1.B_1.C,1.C,42,87.04071428571427,0.7186145167937479
7q1n__1__1.A__1.F_1.K,1.F,28,82.3832142857143,2.552737666213984
7q1n__1__1.A__1.F_1.K,1.K,5,66.742,0.456540018417329
7q1o__1__1.A__1.I_1.L,1.I,29,81.10275862068966,2.5679831757139255
7q1o__1__1.A__1.I_1.L,1.L,5,68.636,0.4773981646924928
7q29__1__1.A__1.G_1.I_1.J_1.O,1.G,4,59.925000000000004,0.04740913560722079
7q29__1__1.A__1.G_1.I_1.J_1.O,1.I,31,90.35193548387097,0.40545246864158846
7q29__1__1.A__1.G_1.I_1.J_1.O,1.J,7,45.04285714285714,0.5755019339455476
7q2o__1__1.A_1.B__1.D,1.D,20,79.57600000000001,1.042521847967631
7q6f__1__1.A__1.C_1.D,1.C,31,96.29032258064518,0.5519570813781336
7q6g__1__1.A__1.B_1.C,1.B,27,96.02074074074073,0.5467583325182691
7q6v__1__1.A__1.E,1.E,27,89.55777777777777,1.636389862058459
7q6w__1__1.A__1.E,1.E,34,94.80029411764706,1.5342371828667474
7q7c__1__1.A__1.B_1.C,1.C,27,94.10296296296298,0.305917096963275
7q7i__1__1.A__1.B,1.B,26,95.80576923076923,0.8947185103607779
7q7k__1__1.A__1.B,1.B,20,96.457,0.06776618101792121
7q8k__1__1.A__1.C_1.F_1.H,1.C,25,96.0812,0.5729784265671466
7q8k__1__1.A__1.C_1.F_1.H,1.F,8,77.81750000000001,0.9345223742709196
7q8k__1__1.A__1.C_1.F_1.H,1.H,8,76.75125,1.145900266930264
7q8q__1__1.A__1.C_1.E_1.J,1.C,39,88.53641025641025,3.279197857560551
7q8q__1__1.A__1.C_1.E_1.J,1.E,8,76.69375,1.1345275659834568
7q8q__1__1.A__1.C_1.E_1.J,1.J,8,71.475,1.1727941637110424
7q8z__1__1.A__1.E,1.E,23,90.45869565217392,1.1607398102517068
7q90__1__1.A__1.D,1.D,25,87.76199999999999,0.856080852260211
7qa3__1__1.A__1.C,1.C,30,88.39833333333333,0.733573414973043
7qdt__1__1.A__1.B,1.B,23,97.22086956521738,0.30227807826416775
7qea__1__1.A__1.C,1.C,37,89.14945945945945,1.95619225600176
7qei__1__1.A__1.B,1.B,31,95.04774193548388,0.3455757619343576
7qfe__1__1.A__1.D,1.D,18,72.12555555555555,1.6241662594308002
7qg1__1__1.A__1.C,1.C,38,88.21,1.1022768531419058
7qg3__1__1.A__1.C,1.C,33,94.19,0.804272395093686
7qg5__1__1.A__1.C,1.C,35,95.51142857142857,0.3198128140019241
7qgz__1__1.A__1.B_1.C,1.C,23,90.27521739130437,0.22693318465208642
7qh1__1__1.A__1.E_1.F,1.F,42,92.23857142857143,1.0548558955234983
7qhd__1__1.A__1.J_1.P,1.J,48,77.36645833333333,3.8883605595018373
7qhd__1__1.A__1.J_1.P,1.P,5,74.654,0.022686426868553804
7qhe__1__1.A__1.I,1.I,47,80.43234042553193,3.185844076500974
7qnn__1__1.A__1.C,1.C,26,81.72923076923077,0.9817077566188226
7qqa__1__1.A_1.B__1.H_1.I,1.H,27,87.89037037037036,0.3611292020311685
7qrb__1__1.A__1.G,1.G,37,90.67567567567569,1.5952072339573835
7qrc__1__1.A__1.D,1.D,29,97.6948275862069,0.23515852621296293
7qrk__1__1.A__1.B_1.C_1.D,1.C,6,71.51666666666667,0.5547568784589783
7qrk__1__1.A__1.B_1.C_1.D,1.D,33,85.23727272727272,1.6497877083294399
7qt2__1__1.A_1.B__1.E,1.E,25,93.264,1.2036704000418303
7qt6__1__1.A__1.B,1.B,15,69.20599999999999,0.864376130508254
7qty__1__1.A__1.C,1.C,17,69.65529411764706,1.1357125105632282
7r0d__1__1.A_1.B__1.E_1.F,1.E,15,78.08533333333334,1.0895516359206547
7r26__1__1.A__1.B,1.B,29,93.37448275862066,0.21122593506948342
7r2v__1__1.A__1.C_1.D,1.C,26,89.99230769230768,0.38196503339298943
7r2v__1__1.A__1.C_1.D,1.D,7,51.48142857142857,0.5059933659583897
7r7e__1__1.A__1.C_1.D_1.F,1.C,23,93.6317391304348,0.21014236589243146
7r7e__1__1.A__1.C_1.D_1.F,1.D,9,87.39888888888888,0.24455830963707217
7r7l__1__1.A__1.C,1.C,28,29.852857142857143,1.822739658887721
7r7r__1__1.A__1.B,1.B,33,95.76424242424241,1.9190897668080724
7rbw__1__1.A__1.C,1.C,43,75.91465116279069,0.7632267141921568
7rc9__1__1.A_1.B__1.X,1.X,26,39.05346153846154,0.5503890596754324
7rdp__1__1.A__1.B,1.B,23,92.4204347826087,0.26184345481125587
7rh1__1__1.A__1.D,1.D,33,92.94060606060607,2.1352989588007185
7rh3__1__1.A__1.C,1.C,34,93.51411764705881,1.974407385358834
7rh4__1__1.A__1.C,1.C,34,93.68558823529412,1.8918118728457693
7rl2__1__1.A__1.C,1.C,30,87.22533333333331,1.9813321305905907
7rq0__1__1.A_1.B__1.L,1.L,55,25.371818181818178,3.2087928341724616
7rrb__1__1.A__1.C,1.C,29,95.60793103448276,0.4471968177263968
7rrc__1__1.A__1.C,1.C,32,95.30562499999999,0.433776808476729
7rre__1__1.A__1.B_1.C_1.D,1.B,31,86.7041935483871,2.65218621700313
7rre__1__1.A__1.B_1.C_1.D,1.C,6,79.49000000000001,0.2955520570120508
7rsp__1__1.A__1.C_1.D,1.C,6,53.178333333333335,0.19099345065708676
7rsp__1__1.A__1.C_1.D,1.D,20,92.5355,1.5960018150733637
7rsv__1__1.A__1.C_1.D,1.C,20,90.67850000000001,1.4786359135407212
7rsv__1__1.A__1.C_1.D,1.D,6,44.43833333333334,0.18184630896133344
7rwe__1__1.A__1.B,1.B,22,63.0859090909091,0.7135103584931226
7rwf__1__1.A__1.C,1.C,24,85.51708333333333,0.878061063581771
7rxo__1__1.A__1.C,1.C,25,65.696,2.1465784900612337
7s14__1__1.A_1.B__1.E_1.K,1.E,31,97.49451612903228,0.18155178604188757
7s14__1__1.A_1.B__1.E_1.K,1.K,4,69.0275,0.44775962523740104
7s1c__1__1.A__1.C,1.C,14,73.89999999999999,1.1694297690565247
7s1d__1__1.A__1.C,1.C,19,78.91947368421054,1.7537654224675405
7s6u__1__1.A__1.B,1.B,26,94.1846153846154,0.3095915538267202
7s6v__1__1.A__1.B,1.B,25,90.8372,0.5282108533020248
7s7t__1__1.A__1.B,1.B,16,73.24312499999999,0.1818499417178415
7s7x__1__1.A__1.D,1.D,16,79.77437499999999,0.174304911957396
7s84__1__1.A__1.B,1.B,25,73.56639999999999,1.0707953327761712
7sa0__1__1.A__1.F,1.F,27,61.33518518518519,1.597484564396358
7scw__1__1.A_1.B__1.C_1.D,1.D,32,97.5528125,0.12475291579959273
7sdr__1__1.A__1.D,1.D,22,96.9218181818182,0.28739768583692793
7se9__1__1.A__1.C_1.D,1.C,15,68.58466666666666,0.47215965537497245
7se9__1__1.A__1.C_1.D,1.D,3,62.026666666666664,0.2673092159111894
7sec__1__1.A__1.D_1.G,1.D,18,70.13111111111111,0.5560755897999581
7sec__1__1.A__1.D_1.G,1.G,3,62.026666666666664,0.2727040522702818
7sez__1__1.A__1.B,1.B,29,87.10172413793104,1.7950358483263962
7sfc__1__1.A__1.BA_1.R,1.BA,34,58.25970588235295,2.293053959395785
7sfc__1__1.A__1.BA_1.R,1.R,4,37.22,0.5852852163424427
7sgg__1__1.A__1.B_1.D,1.B,19,84.13157894736842,1.183858713441396
7sgi__1__1.A__1.B_1.C,1.B,20,84.4145,1.1604104046364545
7sgj__1__1.A__1.B_1.E,1.B,20,82.8375,1.532409985593553
7sgk__1__1.A__1.B_1.C,1.B,20,84.9245,0.8295870923620134
7sh0__1__1.A__1.C_1.D_1.H,1.D,35,78.67771428571427,1.4326937341211516
7shh__1__1.A__1.E,1.E,16,94.825625,0.5817047653026161
7si4__1__1.A__1.B,1.B,34,95.19352941176471,1.2438003242428335
7si5__1__1.A__1.D,1.D,30,95.82766666666666,1.2559179953638255
7sia__1__1.A_1.B__1.C,1.C,56,26.054107142857145,6.620807043144728
7skk__1__1.A__1.E_1.F,1.E,9,96.9588888888889,0.11337606460222063
7skk__1__1.A__1.E_1.F,1.F,36,90.14833333333335,1.2478905074664406
7slr__1__1.A_1.B__1.C,1.C,35,15.577428571428573,1.3326731686567956
7sls__1__1.A_1.B__1.C,1.C,36,19.434166666666666,1.3142148588826543
7slz__1__1.A__1.B,1.B,30,77.92333333333333,2.5253906218284072
7snz__1__1.A_1.B__1.C,1.C,29,15.138620689655173,0.6912299885062181
7so1__1__1.A_1.B__1.C,1.C,38,15.009736842105264,1.4317427425304676
7sok__1__1.A__1.E,1.E,38,97.94631578947369,0.39914844120768994
7sqe__1__1.A__1.D,1.D,24,96.74416666666667,0.22563987615247774
7sqm__1__1.A__1.B,1.B,24,94.80666666666667,0.10588275958347092
7sqn__1__1.A__1.B_1.E,1.B,53,94.04018867924529,0.8736025386706082
7sqn__1__1.A__1.B_1.E,1.E,7,86.67857142857143,0.16819282723481477
7suf__1__1.A__1.B_1.D,1.B,26,93.49500000000002,0.1250341014562078
7suf__1__1.A__1.B_1.D,1.D,4,68.6175,0.33373211767249
7sv1__1__1.A__1.C_1.D,1.D,37,84.42189189189189,1.6496078808831345
7sv5__1__1.A__1.C_1.D,1.C,6,76.48833333333333,0.11525853963009576
7sv5__1__1.A__1.C_1.D,1.D,35,90.97628571428572,1.1394539032123303
7szp__1__1.A_1.B__1.E_1.J,1.E,16,95.80375,0.21867548476764279
7szp__1__1.A_1.B__1.E_1.J,1.J,4,50.8275,0.06364581616948363
7szr__1__1.A__1.G,1.G,29,93.78965517241377,0.3106552175099377
7t0a__1__1.A_1.B__1.BA_1.CA_1.GA_1.HA,1.BA,4,41.55,0.20311231123582027
7t0a__1__1.A_1.B__1.BA_1.CA_1.GA_1.HA,1.GA,36,95.35861111111112,0.2802766557797145
7t0a__1__1.A_1.B__1.BA_1.CA_1.GA_1.HA,1.HA,5,52.24400000000001,0.02655516471507028
7t0c__1__1.A_1.B__1.VA,1.VA,15,38.11733333333334,0.8136023594506083
7t0e__1__1.A_1.B__1.C_1.CA_1.HB_1.IB,1.C,4,34.16,0.6149096632838459
7t0e__1__1.A_1.B__1.C_1.CA_1.HB_1.IB,1.HB,24,96.33583333333335,1.8698547023591725
7t0e__1__1.A_1.B__1.C_1.CA_1.HB_1.IB,1.IB,32,95.31,0.22785924522627965
7t0f__1__1.A_1.B__1.C,1.C,17,85.6935294117647,0.4740655639462712
7t1d__1__1.A_1.B__1.G_1.I,1.G,4,34.965,0.4926461970007869
7t1d__1__1.A_1.B__1.G_1.I,1.I,34,61.45558823529412,2.0869471667167647
7t2z__1__1.A_1.B__1.F_1.H,1.F,9,85.27111111111111,0.1305106834645636
7t2z__1__1.A_1.B__1.F_1.H,1.H,31,97.66709677419357,0.1756004220421898
7t33__1__1.A_1.B__1.E_1.H,1.E,9,84.55333333333334,0.07513354397546758
7t33__1__1.A_1.B__1.E_1.H,1.H,31,97.79645161290323,0.21130022309201343
7t39__1__1.A__1.B,1.B,33,87.63151515151516,1.783022582422479
7t4t__1__1.A__1.C_1.E,1.C,23,74.74826086956521,0.09970575698577515
7t4t__1__1.A__1.C_1.E,1.E,4,45.0175,0.7199163947207031
7t9r__1__1.A__1.F,1.F,18,73.66277777777776,1.7146692255151348
7tab__1__1.A__1.B,1.B,20,97.68350000000001,0.14305422910422788
7tbu__1__1.A__1.D,1.D,16,86.879375,0.22580355460477988
7te8__1__1.A_1.B__1.E,1.E,23,80.06217391304347,1.175027470102304
7tem__1__1.A__1.C_1.G,1.C,23,69.44391304347826,1.6044415537540755
7tem__1__1.A__1.C_1.G,1.G,4,40.510000000000005,0.3578232459654724
7tm5__1__1.A__1.C_1.D_1.E,1.C,16,94.611875,0.17491125636646349
7tm5__1__1.A__1.C_1.D_1.E,1.D,3,76.85000000000001,0.26318902807961186
7tm5__1__1.A__1.C_1.D_1.E,1.E,5,85.51,0.03482294227513149
7tm6__1__1.A__1.C_1.D,1.C,16,93.02812499999999,0.43379925079868054
7tm6__1__1.A__1.C_1.D,1.D,10,81.94399999999999,0.23584549473063746
7tmf__1__1.A_1.B__1.J_1.P,1.J,31,96.43064516129034,0.17130313810438694
7tmf__1__1.A_1.B__1.J_1.P,1.P,5,80.952,0.020533298732410728
7toc__1__1.A_1.B__1.C_1.D_1.G_1.L,1.C,48,84.33354166666668,0.6727368930428802
7toc__1__1.A_1.B__1.C_1.D_1.G_1.L,1.D,7,78.0,0.3498026155125379
7tol__1__1.A__1.C_1.F_1.G_1.H_1.J,1.C,8,95.35125,0.031630442773329985
7tol__1__1.A__1.C_1.F_1.G_1.H_1.J,1.F,18,93.49222222222221,0.04649160012356017
7tol__1__1.A__1.C_1.F_1.G_1.H_1.J,1.G,9,87.76666666666668,0.7583241716584044
7tol__1__1.A__1.C_1.F_1.G_1.H_1.J,1.H,50,72.05999999999999,3.082058704925092
7tol__1__1.A__1.C_1.F_1.G_1.H_1.J,1.J,55,70.956,3.3673224330125087
7tuo__1__1.A__1.B,1.B,30,83.95366666666665,3.4152795424996145
7twz__1__1.A__1.G_1.K,1.G,48,96.79854166666667,0.2523371091233178
7twz__1__1.A__1.G_1.K,1.K,4,91.5875,0.07159394941862457
7txk__1__1.A__1.C,1.C,15,94.866,0.1897674024932213
7u0t__1__1.A_1.B__1.H,1.H,56,76.14607142857143,0.7035928480924101
7u1m__1__1.A__1.D,1.D,27,75.87962962962963,1.9101510513792703
7u2p__1__1.A_1.B__1.C_1.D,1.C,36,95.8236111111111,0.7624544967762215
7u2z__1__1.A__1.C,1.C,25,89.2932,1.5317182829910387
7u31__1__1.A__1.D,1.D,22,91.41,1.4157967759054764
7u3m__1__1.A__1.B_1.C,1.B,18,92.53333333333335,0.8682070202783108
7u4o__1__1.A__1.G,1.G,24,77.38416666666667,0.9260606104792656
7u59__1__1.A__1.E_1.F,1.E,20,88.46549999999999,0.8352335507161984
7u5z__1__1.A_1.B__1.C,1.C,24,33.51,0.8987442987758072
7u64__1__1.A_1.B__1.S,1.S,25,95.3836,0.49980235392728967
7u6a__1__1.A__1.B_1.F,1.B,18,90.27944444444444,1.4614153754803099
7u6b__1__1.A__1.B_1.E,1.B,23,88.26260869565218,0.4149678980850762
7u70__1__1.A__1.C,1.C,24,92.89333333333332,0.35775878326187754
7u8v__1__1.A__1.C,1.C,29,86.43172413793106,0.7342860072185925
7u8w__1__1.A__1.C,1.C,31,86.69806451612904,1.4054449480406965
7u8x__1__1.A__1.B,1.B,32,85.5503125,0.9235312134872967
7u8z__1__1.A__1.F_1.G,1.F,35,87.9782857142857,0.5381769724172474
7u91__1__1.A__1.C_1.D,1.C,33,94.15878787878788,1.1648596342519075
7u98__1__1.A__1.E,1.E,31,92.17709677419356,0.7068619811061319
7u99__1__1.A__1.B,1.B,30,93.876,0.28142237010509763
7u9a__1__1.A__1.B,1.B,23,94.81478260869562,0.16824551923946374
7uad__1__1.A__1.B,1.B,26,97.22807692307694,0.4273301968959463
7uas__1__1.A__1.C,1.C,40,97.29075,0.3037026463945161
7uaw__1__1.A_1.B__1.C,1.C,35,96.89257142857143,1.529904801859038
7ubo__1__1.A__1.E,1.E,42,79.49095238095238,2.3682843703971117
7udq__1__1.A__1.C,1.C,25,76.62639999999999,1.2563409738489417
7ug5__1__1.A__1.E,1.E,34,91.39617647058823,2.4964785073131575
7ugl__1__1.A__1.C,1.C,34,96.14294117647059,2.3241207758750546
7ugl__1__1.A__1.D,1.D,36,95.9275,0.39351973523421346
7uk7__1__1.A__1.B_1.C_1.D_1.F,1.B,27,97.91962962962961,0.16391191312550177
7uk7__1__1.A__1.B_1.C_1.D_1.F,1.F,5,81.922,0.027999888108762246
7ukr__1__1.A__1.C,1.C,29,48.13413793103449,0.1667944046026459
7umo__1__1.A__1.G_1.I,1.G,21,87.7247619047619,0.2503255210166105
7umo__1__1.A__1.G_1.I,1.I,6,78.22666666666666,0.8013968910123892
7un0__1__1.A__1.G,1.G,23,78.22521739130435,0.9993838469238232
7uoy__1__1.A__1.C_1.D_1.F,1.F,20,86.2405,0.7743983284396486
7uq1__1__1.A__1.B_1.D,1.B,23,98.25347826086956,0.13895402887939587
7ur3__1__1.A__1.B,1.B,31,90.96225806451615,4.053134061756918
7ur9__1__1.A_1.B__1.D,1.D,41,87.78,2.8137033037391412
7usg__1__1.A__1.B,1.B,27,95.41074074074074,0.23599232727716274
7ush__1__1.A__1.B,1.B,26,96.03653846153847,1.5006364536264654
7usi__1__1.A__1.G,1.G,27,96.57851851851852,1.548878198024886
7ut5__1__1.A__1.C,1.C,23,94.08391304347825,0.42021240598421955
7utw__1__1.A_1.B__1.C_1.E_1.F,1.E,44,94.33863636363638,0.12008005274269279
7utw__1__1.A_1.B__1.C_1.E_1.F,1.F,9,84.36777777777779,0.45696805400695517
7uxs__1__1.A_1.B__1.C_1.F,1.C,35,90.82771428571428,0.5048157486567634
7uxs__1__1.A_1.B__1.C_1.F,1.F,35,90.63742857142857,0.5248278232192207
7uy0__1__1.A__1.E,1.E,36,95.49027777777778,0.46597718580872827
7uy4__1__1.A__1.C_1.D_1.E_1.F,1.C,31,94.47612903225807,0.3219045663202728
7uy4__1__1.A__1.C_1.D_1.E_1.F,1.D,24,82.82083333333333,1.8736740587367386
7v04__1__1.A__1.B_1.C_1.D,1.D,12,90.05833333333334,0.190899641733872
7v13__1__1.A__1.C,1.C,38,95.2486842105263,1.4084737892589598
7v16__1__1.A__1.C,1.C,36,96.46472222222224,1.0071369314536116
7v17__1__1.A__1.C,1.C,36,97.23583333333333,0.15004767245997488
7v18__1__1.A__1.C,1.C,39,97.58102564102565,0.29315706875493086
7v1o__1__1.A__1.D,1.D,27,98.03481481481484,0.23287124993011138
7v34__1__1.A__1.C_1.D_1.G,1.C,19,89.24315789473685,0.5415483659241997
7v34__1__1.A__1.C_1.D_1.G,1.D,10,96.982,0.13247976923158344
7v3d__1__1.A_1.B__1.F,1.F,30,89.10799999999999,0.4714265764192301
7v3s__1__1.A__1.B,1.B,38,89.39710526315788,0.2283078095632997
7vb3__1__1.A_1.B__1.R_1.T_1.U,1.R,44,93.69409090909089,0.22719184446658253
7vb3__1__1.A_1.B__1.R_1.T_1.U,1.U,6,51.81333333333333,0.704682058054923
